競馬場,競走年月日,レース番号,レース名,単勝組番,単勝払戻金（円）,単勝人気,複勝組番1,複勝払戻金1（円）,複勝人気1,複勝組番2,複勝払戻金2（円）,複勝人気2,複勝組番3,複勝払戻金3（円）,複勝人気3,枠複組番1,枠複組番2,枠複払戻金（円）,枠複人気,枠単組番1,枠単組番2,枠単払戻金（円）,枠単人気,馬複組番1,馬複組番2,馬複払戻金（円）,馬複人気1,馬単組番1,馬単組番2,馬単払戻金（円）,馬単人気1,ワイド組番1馬番1,ワイド組番1馬番2,ワイド払戻金1（円）,ワイド人気1,ワイド組番2馬番1,ワイド組番2馬番2,ワイド払戻金2（円）,ワイド人気2,ワイド組番3馬番1,ワイド組番3馬番2,ワイド払戻金3（円）,ワイド人気3,３連複組番馬番1,３連複組番馬番2,３連複組番馬番3,３連複払戻金（円）,３連複人気,３連単組番馬番1,３連単組番馬番2,３連単組番馬番3,３連単払戻金（円）,３連単人気
金沢,20260525,4,Ｃ１三,5,420,2,5,120,3,1,110,1,4,530,6,,,,,,,,,1,5,230,1,5,1,1320,5,1,5,140,1,4,5,740,12,1,4,560,8,1,4,5,1940,7,5,1,4,12040,35
金沢,20260525,5,裕紀くん！寛太くん！誕生日おめでとう記念Ｃ１二,7,150,1,7,110,1,4,220,4,,,,,,,,,,,,4,7,560,3,7,4,850,4,4,7,100,1,2,7,100,2,2,4,220,5,2,4,7,320,2,7,4,2,1520,5
金沢,20260525,6,卯辰山（うたつやま）特別Ｃ１一,8,350,2,8,150,2,3,200,5,1,160,3,,,,,,,,,3,8,2330,9,8,3,3480,16,3,8,520,8,1,8,510,7,1,3,860,12,1,3,8,4110,17,8,3,1,20490,81
金沢,20260525,7,ピンクコーラル特別３歳Ｂ１,3,130,1,3,100,1,7,160,3,2,550,6,3,7,390,3,3,7,610,2,3,7,420,3,3,7,450,3,3,7,210,3,2,3,950,9,2,7,2420,17,2,3,7,2680,8,3,7,2,7130,21
金沢,20260525,8,３歳Ａ３,11,570,3,11,160,4,10,120,2,8,110,1,8,8,740,3,8,8,880,3,10,11,770,3,11,10,1470,7,10,11,290,5,8,11,230,3,8,10,220,2,8,10,11,470,1,11,10,8,4190,9
金沢,20260525,9,３歳Ａ２,9,160,1,9,120,1,4,240,4,5,410,6,4,8,400,2,8,4,790,3,4,9,350,2,9,4,560,3,4,9,280,3,5,9,630,8,4,5,1100,10,4,5,9,1990,6,9,4,5,3620,10
金沢,20260525,10,Ｂ１四,6,300,2,6,110,2,9,140,4,2,100,1,6,8,3060,8,6,8,2220,7,6,9,1870,8,6,9,3960,11,6,9,640,9,2,6,140,1,2,9,370,5,2,6,9,610,3,6,9,2,6300,22
金沢,20260525,11,Ｂ１三,7,660,3,7,170,4,3,100,1,6,270,7,,,,,,,,,3,7,390,2,7,3,2280,8,3,7,160,2,6,7,880,11,3,6,490,6,3,6,7,1720,7,7,3,6,12700,40
金沢,20260525,12,お家でネット投票！楽天競馬特別Ａ２ｂ,2,1580,5,2,250,6,4,110,1,10,130,2,2,4,1470,6,2,4,3990,13,2,4,1110,5,2,4,2390,9,2,4,490,7,2,10,700,10,4,10,190,1,2,4,10,1320,4,2,4,10,13870,45
笠松,20260501,1,笠松町コラボ同時開催中記念３歳６,1,100,1,1,110,1,3,120,2,7,970,8,,,,,,,,,1,3,230,1,1,3,230,1,1,3,150,1,1,7,3160,21,3,7,3310,22,1,3,7,5840,19,1,3,7,7540,51
笠松,20260501,1,笠松町コラボ同時開催中記念３歳６,3,130,2,,,,,,,,,,,,,,,,,,,,,,3,1,290,2,,,,,,,,,,,,,,,,,,3,1,7,10370,66
笠松,20260501,2,３歳未勝利３歳７,2,5220,7,2,1210,7,7,120,1,,,,,,,,,,,,2,7,2950,8,2,7,16410,23,2,7,990,12,2,3,2200,18,3,7,200,2,2,3,7,3080,11,2,7,3,74090,110
笠松,20260501,3,３歳５組,1,470,3,1,140,1,7,150,3,3,260,6,,,,,,,,,1,7,460,1,1,7,1160,3,1,7,310,3,1,3,660,11,3,7,510,10,1,3,7,1710,6,1,7,3,5890,15
笠松,20260501,4,Ｃ４組,4,120,1,4,100,1,3,110,2,7,290,6,,,,,,,,,3,4,170,1,4,3,220,1,3,4,140,1,4,7,520,8,3,7,650,10,3,4,7,1290,5,4,3,7,3020,9
笠松,20260501,5,Ｃ３組,4,130,1,4,100,1,7,100,2,8,170,4,,,,,,,,,4,7,200,1,4,7,260,1,4,7,150,1,4,8,290,5,7,8,500,8,4,7,8,620,2,4,7,8,1360,3
笠松,20260501,6,Ｂ８・Ｃ２組Ｂ８Ｃ２,3,370,2,3,120,1,8,130,2,7,240,5,,,,,,,,,3,8,370,1,3,8,820,2,3,8,240,2,3,7,730,13,7,8,430,5,3,7,8,1390,5,3,8,7,5550,14
笠松,20260501,7,Ｂ７組,8,210,1,8,110,1,3,120,2,4,180,4,,,,,,,,,3,8,270,1,8,3,490,1,3,8,160,1,4,8,460,6,3,4,500,8,3,4,8,930,3,8,3,4,3110,10
笠松,20260501,8,Ｂ６組,8,2310,6,8,270,7,4,110,1,7,260,6,,,,,,,,,4,8,1110,5,8,4,5820,15,4,8,400,6,7,8,1460,17,4,7,180,1,4,7,8,1890,9,8,4,7,26560,75
笠松,20260501,9,メイ特別Ｃ１－２,8,120,1,8,110,1,1,1420,7,,,,,,,,,,,,1,8,2250,6,8,1,2970,7,1,8,700,8,2,8,160,2,1,2,2530,17,1,2,8,2930,11,8,1,2,10110,27
笠松,20260501,10,大杉特別Ａ４,7,380,2,7,150,2,5,160,3,6,470,7,,,,,,,,,5,7,1320,6,7,5,2220,9,5,7,340,4,6,7,1620,17,5,6,1480,15,5,6,7,6640,24,7,5,6,24930,84
笠松,20260501,11,笠松けいば金曜日ライブ４周年記念Ａ３特別,1,230,1,1,130,3,4,130,2,2,120,1,1,4,720,2,,,,,1,4,610,2,1,4,1190,4,1,4,230,2,1,2,210,1,2,4,330,4,1,2,4,650,1,1,4,2,3850,5
笠松,20260501,12,また会おうね！シングレ特別Ｃ１－１,7,1190,6,7,250,6,8,120,2,6,100,1,,,,,,,,,7,8,1590,7,7,8,3740,19,7,8,550,9,6,7,480,8,6,8,180,1,6,7,8,1050,4,7,8,6,11920,45
笠松,20260512,1,Ｃ１９組,7,130,1,7,100,1,6,1140,8,4,510,6,,,,,,,,,6,7,3050,7,7,6,3670,8,6,7,1000,10,4,7,330,4,4,6,5260,23,4,6,7,7230,19,7,6,4,21350,53
笠松,20260512,2,Ｃ２０組,5,330,2,5,150,2,3,900,5,,,,,,,,,,,,3,5,3280,7,5,3,4790,10,3,5,540,6,5,6,210,3,3,6,680,8,3,5,6,4430,9,5,3,6,23540,38
笠松,20260512,3,Ｃ１８組,2,220,2,2,110,1,7,110,2,5,150,4,,,,,,,,,2,7,180,1,2,7,310,1,2,7,120,1,2,5,180,3,5,7,170,2,2,5,7,200,1,2,7,5,660,1
笠松,20260512,4,好きです笠松競馬Ｃ１７,8,370,2,8,140,2,1,640,6,6,230,4,,,,,,,,,1,8,5270,13,8,1,7200,24,1,8,1210,12,6,8,440,6,1,6,3140,23,1,6,8,10510,29,8,1,6,44260,119
笠松,20260512,5,飛べ！離陸待ちニート応援杯☆Ｃ１６,5,2330,3,5,130,3,8,100,1,1,110,2,,,,,,,,,5,8,450,2,5,8,3920,10,5,8,170,2,1,5,440,7,1,8,130,1,1,5,8,510,1,5,8,1,15970,47
笠松,20260512,6,ポルコチャンピオンシップＣ１５,7,770,3,7,190,4,8,110,1,2,440,8,,,,,,,,,7,8,470,2,7,8,1300,5,7,8,310,3,2,7,1220,17,2,8,730,10,2,7,8,2630,10,7,8,2,12080,42
笠松,20260512,7,Ｃ１４組,5,310,1,5,150,3,6,330,7,1,140,1,,,,,,,,,5,6,2050,11,5,6,3120,15,5,6,680,13,1,5,240,2,1,6,1090,17,1,5,6,1910,8,5,6,1,11830,48
笠松,20260512,8,Ｃ１３組,1,150,1,1,110,1,6,120,2,7,190,4,,,,,,,,,1,6,230,1,1,6,330,1,1,6,140,1,1,7,240,4,6,7,360,6,1,6,7,610,2,1,6,7,1260,2
笠松,20260512,9,稲葉山特別Ｂ１－２,6,160,1,6,100,1,1,120,3,7,110,2,1,6,430,2,,,,,1,6,340,2,6,1,580,2,1,6,160,2,6,7,130,1,1,7,220,3,1,6,7,300,1,6,1,7,740,1
笠松,20260512,10,金華山特別Ｂ１－１,2,130,1,2,100,1,5,360,8,6,120,2,2,5,2660,7,,,,,2,5,2020,7,2,5,2930,8,2,5,620,9,2,6,120,1,5,6,980,15,2,5,6,1520,6,2,5,6,8650,31
笠松,20260513,1,３歳６組,4,320,2,4,150,3,1,160,4,5,380,6,,,,,,,,,1,4,560,3,4,1,1140,5,1,4,180,2,4,5,1110,9,1,5,1130,11,1,4,5,3640,14,4,1,5,13220,48
笠松,20260513,2,３歳５組,2,170,1,2,120,1,5,140,3,1,320,6,2,5,300,1,,,,,2,5,270,1,2,5,400,1,2,5,240,2,1,2,1100,12,1,5,1960,17,1,2,5,2830,9,2,5,1,6070,17
笠松,20260513,3,思い出のｉｎｓｔａｌｌ３歳４,6,140,1,6,130,1,8,360,6,4,200,4,,,,,,,,,6,8,1370,6,6,8,2100,7,6,8,590,8,4,6,220,3,4,8,1130,13,4,6,8,1660,6,6,8,4,6960,22
笠松,20260513,4,鷺山城特別Ｃ１－２,7,360,3,7,100,1,8,110,3,1,100,2,,,,,,,,,7,8,440,3,7,8,960,5,7,8,220,4,1,7,130,1,1,8,160,2,1,7,8,340,1,7,8,1,2550,8
笠松,20260513,5,神田ファミリー笑顔爆走カップＢ９Ｃ２,3,140,1,3,100,1,8,110,2,5,140,4,,,,,,,,,3,8,220,1,3,8,300,1,3,8,130,1,3,5,190,2,5,8,350,6,3,5,8,440,2,3,8,5,1290,2
笠松,20260513,6,葛島兄弟生誕３８周年記念３歳３,4,120,1,4,100,1,6,100,2,8,230,5,4,6,200,1,,,,,4,6,270,2,4,6,230,1,4,6,110,1,4,8,290,4,6,8,580,8,4,6,8,1150,4,4,6,8,1800,5
笠松,20260513,7,Ｃ４組,4,1130,4,4,1070,6,2,1070,5,,,,,,,,,,,,2,4,7660,13,4,2,13970,27,2,4,1550,14,4,7,650,8,2,7,690,10,2,4,7,4340,12,4,2,7,47530,99
笠松,20260513,8,Ｃ３組,6,220,1,6,100,2,1,100,1,,,,,,,,,,,,1,6,180,1,6,1,330,1,1,6,150,1,3,6,700,11,1,3,620,9,1,3,6,1410,5,6,1,3,4490,13
笠松,20260513,9,稲葉山城特別Ｃ１－１,5,230,2,5,120,2,3,220,4,2,120,3,,,,,,,,,3,5,4870,10,5,3,9430,15,3,5,820,7,2,5,220,3,2,3,1080,9,2,3,5,5240,12,5,3,2,38760,62
笠松,20260513,10,Ｂ級サバイバル選抜,3,600,4,3,390,5,4,170,2,,,,,,,,,,,,3,4,1000,6,3,4,2970,15,3,4,330,4,1,3,2940,18,1,4,1720,15,1,3,4,7820,24,3,4,1,36380,98
笠松,20260514,1,Ｃ１２組,1,340,2,1,140,3,8,850,8,2,100,1,1,8,720,3,,,,,1,8,10600,21,1,8,19490,40,1,8,2110,20,1,2,230,2,2,8,1320,16,1,2,8,6760,20,1,8,2,72740,172
笠松,20260514,2,俺がむうちゃん杯Ｃ１１,1,880,5,1,170,3,8,120,1,4,400,6,1,8,790,3,,,,,1,8,870,5,1,8,2270,12,1,8,200,1,1,4,1220,13,4,8,690,11,1,4,8,3770,14,1,8,4,16680,69
笠松,20260514,3,彩花３０歳生誕記念杯Ｃ１０,7,280,2,7,150,3,3,250,5,2,120,1,3,7,1150,6,,,,,3,7,1270,7,7,3,1750,8,3,7,350,5,2,7,230,1,2,3,520,9,2,3,7,1300,6,7,3,2,8080,31
笠松,20260514,4,まさき＆しおちゃん結婚式記念Ｃ９,5,150,1,5,130,1,8,160,3,2,560,7,,,,,,,,,5,8,430,2,5,8,640,2,5,8,210,3,2,5,630,8,2,8,2130,18,2,5,8,2490,10,5,8,2,6080,22
笠松,20260514,5,Ｂ８組,8,460,3,8,210,3,6,260,4,1,410,5,,,,,,,,,6,8,1300,6,8,6,2540,11,6,8,560,8,1,8,720,10,1,6,710,9,1,6,8,3290,13,8,6,1,13990,55
笠松,20260514,6,Ｂ７組,1,230,1,1,130,3,4,360,5,6,120,2,,,,,,,,,1,4,2230,8,1,4,3020,11,1,4,430,7,1,6,180,2,4,6,540,9,1,4,6,1050,5,1,4,6,7060,25
笠松,20260514,7,Ｂ６組,4,690,4,4,170,3,3,160,2,1,190,5,,,,,,,,,3,4,1930,8,4,3,4790,25,3,4,810,14,1,4,510,6,1,3,490,5,1,3,4,2050,6,4,3,1,17490,63
笠松,20260514,8,Ｂ５組,1,200,2,1,100,1,6,130,3,7,100,2,,,,,,,,,1,6,1150,3,1,6,1630,4,1,6,290,5,1,7,120,1,6,7,200,2,1,6,7,450,2,1,6,7,3820,12
笠松,20260514,9,美江寺宿特別３歳２,1,1490,4,1,210,5,9,110,2,6,100,1,1,8,900,3,,,,,1,9,1020,3,1,9,3580,13,1,9,360,4,1,6,500,10,6,9,130,1,1,6,9,660,2,1,9,6,10310,30
笠松,20260514,10,若鮎特別３歳,1,1050,3,1,170,3,3,270,4,8,100,1,1,3,6960,12,,,,,1,3,8060,12,1,3,11890,16,1,3,980,10,1,8,210,2,3,8,300,3,1,3,8,1320,4,1,3,8,21520,53
笠松,20260514,11,"第４９回 クイーンカップ３歳牝馬・オープン",9,510,3,9,200,4,10,110,1,1,330,7,8,8,880,3,,,,,9,10,790,3,9,10,1470,4,9,10,380,4,1,9,1820,23,1,10,720,11,1,9,10,4760,19,9,10,1,17840,66
笠松,20260515,1,３歳未勝利３歳８,2,530,2,2,170,5,5,130,2,4,110,1,,,,,,,,,2,5,2340,10,2,5,4670,18,2,5,640,12,2,4,180,1,4,5,190,2,2,4,5,980,4,2,5,4,12150,45
笠松,20260515,2,３歳未勝利３歳７,3,170,1,3,100,1,7,150,3,4,230,5,3,7,240,1,,,,,3,7,290,1,3,7,390,1,3,7,140,1,3,4,260,4,4,7,360,5,3,4,7,540,2,3,7,4,2130,4
笠松,20260515,3,和田健志３１歳生誕記念杯Ｃ８,1,140,1,1,100,1,3,100,3,5,100,2,1,3,350,2,,,,,1,3,370,2,1,3,390,2,1,3,140,2,1,5,140,1,3,5,270,5,1,3,5,410,1,1,3,5,1200,3
笠松,20260515,4,岐阜城特別Ａ４Ｂ２,4,1130,5,4,330,5,6,250,3,5,820,7,,,,,,,,,4,6,2100,9,4,6,4740,18,4,6,730,9,4,5,2710,22,5,6,2270,17,4,5,6,13960,39,4,6,5,78260,172
笠松,20260515,5,鵜匠特別Ａ３,1,140,1,1,130,2,6,150,3,3,470,6,,,,,,,,,1,6,340,2,1,6,480,2,1,6,210,2,1,3,860,10,3,6,1020,12,1,3,6,3210,10,1,6,3,8080,29
笠松,20260515,6,順二先輩４３年おつかれさま記念Ｃ７,5,450,2,5,180,3,6,220,4,1,540,6,5,6,1800,7,,,,,5,6,1670,7,5,6,3200,13,5,6,640,9,1,5,1810,19,1,6,1200,16,1,5,6,6810,27,5,6,1,36930,131
笠松,20260515,7,Ｃ６組,6,320,2,6,150,2,8,130,1,2,950,8,6,8,280,1,,,,,6,8,370,1,6,8,780,1,6,8,180,1,2,6,2140,22,2,8,1940,21,2,6,8,4350,15,6,8,2,10830,37
笠松,20260515,8,Ｃ５組,9,370,2,9,130,2,8,120,1,7,420,7,8,8,350,2,,,,,8,9,380,2,9,8,1080,4,8,9,220,2,7,9,1060,15,7,8,740,10,7,8,9,2320,9,9,8,7,7970,27
笠松,20260515,9,猫スティン２周年＆和田４２周年Ｂ４,1,230,1,1,180,2,4,1360,9,8,270,5,1,4,12180,21,,,,,1,4,15480,28,1,4,14450,39,1,4,2690,23,1,8,630,7,4,8,9610,33,1,4,8,22650,55,1,4,8,114440,282
笠松,20260515,10,鵜飼賞Ｂ３,1,210,1,1,110,1,2,180,5,3,130,2,,,,,,,,,1,2,600,3,1,2,840,3,1,2,200,3,1,3,130,1,2,3,190,2,1,2,3,300,1,1,2,3,2080,3
笠松,20260515,11,鵜舟特別Ａ２,4,1060,4,4,310,4,2,110,1,,,,,,,,,,,,2,4,620,3,4,2,3050,7,2,4,160,2,4,5,580,9,2,5,190,3,2,4,5,1100,5,4,2,5,11240,27
笠松,20260515,12,岐阜オープンＡ１特別,1,320,2,1,120,2,2,110,1,8,150,4,,,,,,,,,1,2,260,1,1,2,740,2,1,2,140,1,1,8,270,4,2,8,260,3,1,2,8,530,2,1,2,8,2880,5
名古屋,20260504,1,グランプリＤＡＹ　オープニング３歳１２,8,110,1,8,100,1,9,150,4,6,120,2,8,8,710,3,,,,,8,9,520,3,8,9,620,3,8,9,220,3,6,8,200,2,6,9,670,11,6,8,9,760,3,8,9,6,2260,6
名古屋,20260504,2,Ｃ２６組,11,1750,6,11,260,5,6,130,1,4,140,2,6,8,840,4,,,,,6,11,2300,7,11,6,5960,20,6,11,680,7,4,11,730,9,4,6,210,1,4,6,11,2190,8,11,6,4,22400,81
名古屋,20260504,3,３歳１１組,6,120,1,6,120,2,4,400,5,3,870,8,4,6,890,3,,,,,4,6,880,3,6,4,790,3,4,6,390,3,3,6,1350,13,3,4,4190,28,3,4,6,6570,22,6,4,3,13520,39
名古屋,20260504,4,３歳１０組,5,450,2,5,130,2,2,400,7,4,130,1,2,5,7780,19,,,,,2,5,6040,18,5,2,9780,29,2,5,1030,13,4,5,210,1,2,4,770,11,2,4,5,3380,11,5,2,4,35230,108
名古屋,20260504,5,Ｃ２５組,7,1150,4,7,170,4,1,100,1,11,150,3,1,6,610,2,,,,,1,7,600,3,7,1,2200,9,1,7,300,4,7,11,650,7,1,11,240,2,1,7,11,1120,2,7,1,11,11790,40
名古屋,20260504,6,蘭ちゃん１歳お誕生日Ｃ２４,11,230,1,11,110,1,9,150,4,5,120,2,7,8,740,3,,,,,9,11,1070,5,11,9,1500,5,9,11,280,3,5,11,220,1,5,9,360,5,5,9,11,1020,2,11,9,5,4990,7
名古屋,20260504,7,Ｃ２３組,1,240,2,1,210,3,5,200,2,6,510,7,1,5,1460,6,,,,,1,5,1270,5,1,5,1750,6,1,5,540,6,1,6,990,12,5,6,1760,17,1,5,6,5040,18,1,5,6,13620,47
名古屋,20260504,8,グランプリ・プレリュード昇竜戦Ａ特別,1,110,1,1,100,1,9,110,2,3,140,3,1,8,270,1,,,,,1,9,230,1,1,9,270,1,1,9,120,1,1,3,180,2,3,9,480,8,1,3,9,540,1,1,9,3,1110,1
名古屋,20260504,9,アークトゥルス特別Ｂ２,6,230,1,6,120,1,2,130,2,,,,,,,,,,,,2,6,320,1,6,2,550,1,2,6,180,1,6,7,470,5,2,7,520,8,2,6,7,1460,5,6,2,7,3600,8
名古屋,20260504,10,春の大三角特別Ｂ１,8,220,1,8,110,1,6,110,2,7,780,7,,,,,,,,,6,8,270,1,8,6,520,1,6,8,150,1,7,8,1850,16,6,7,1790,15,6,7,8,2720,10,8,6,7,8090,27
名古屋,20260504,11,第２６回名古屋グランプリJpnIIオープン,12,190,1,12,110,1,9,180,4,11,220,5,7,8,650,4,,,,,9,12,700,4,12,9,1020,4,9,12,290,3,11,12,310,4,9,11,780,12,9,11,12,1550,7,12,9,11,4810,15
名古屋,20260504,12,Ｃ２２組,2,160,1,2,140,1,5,910,8,7,560,7,2,5,5300,12,,,,,2,5,5790,12,2,5,6800,18,2,5,1520,15,2,7,960,9,5,7,10030,39,2,5,7,23080,50,2,5,7,60210,148
名古屋,20260505,1,デネボラ疾風戦Ｂ４,2,1900,7,2,230,5,11,120,1,12,120,2,2,8,1920,7,,,,,2,11,2580,10,2,11,8930,29,2,11,650,10,2,12,790,13,11,12,170,1,2,11,12,1960,6,2,11,12,23200,74
名古屋,20260505,2,Ｃ２１組,8,200,1,8,110,1,3,150,2,6,320,7,3,7,330,1,,,,,3,8,320,1,8,3,760,1,3,8,170,1,6,8,460,5,3,6,560,8,3,6,8,1710,5,8,3,6,6040,11
名古屋,20260505,3,メイドリーム戦３歳特別,5,200,1,5,110,1,4,140,3,,,,,,,,,,,,4,5,290,2,5,4,510,1,4,5,180,3,2,5,240,4,2,4,260,5,2,4,5,560,3,5,4,2,1330,4
名古屋,20260505,4,Ｃ２０組,7,270,2,7,140,2,9,360,6,11,220,4,6,7,720,3,,,,,7,9,1960,8,7,9,3110,14,7,9,600,8,7,11,430,2,9,11,960,15,7,9,11,4000,16,7,9,11,17390,57
名古屋,20260505,5,もちゃ５歳だねくぃー記念Ｃ１９,4,3040,8,4,590,7,9,360,6,1,3560,10,4,7,7720,15,,,,,4,9,14970,28,4,9,31820,53,4,9,5390,31,1,4,25170,48,1,9,26740,49,1,4,9,440030,152,4,9,1,3517130,837
名古屋,20260505,6,Ｃ１８組,2,300,1,2,100,1,6,110,2,11,160,3,2,5,520,1,,,,,2,6,430,1,2,6,1000,1,2,6,250,1,2,11,400,4,6,11,610,7,2,6,11,1440,3,2,6,11,4550,4
名古屋,20260505,7,Ｂ５組,7,180,1,7,100,2,11,100,1,3,160,4,6,8,210,1,,,,,7,11,260,1,7,11,640,2,7,11,180,1,3,7,280,3,3,11,410,7,3,7,11,660,2,7,11,3,2490,4
名古屋,20260505,8,スピカ賞Ｂ３,6,150,1,6,110,1,10,180,4,7,340,7,6,8,220,1,,,,,6,10,550,2,6,10,1130,3,6,10,310,3,6,7,780,8,7,10,1730,23,6,7,10,3360,15,6,10,7,9770,25
名古屋,20260505,9,こどもの日特別Ａ６,5,620,3,5,160,2,11,1270,9,8,180,3,5,8,2390,7,,,,,5,11,23740,28,5,11,32010,40,5,11,3880,25,5,8,540,7,8,11,2660,23,5,8,11,20110,42,5,11,8,145190,226
名古屋,20260505,10,Ｃ１７組,9,320,1,9,170,2,11,240,4,4,200,3,7,8,770,3,,,,,9,11,1750,7,9,11,2680,9,9,11,690,10,4,9,350,2,4,11,990,16,4,9,11,2310,8,9,11,4,10980,28
名古屋,20260505,11,第６５回駿蹄賞３歳オープン,6,2620,6,6,260,6,10,100,1,9,230,4,6,8,270,1,,,,,6,10,1120,5,6,10,8480,16,6,10,390,5,6,9,910,11,9,10,220,2,6,9,10,1630,7,6,10,9,41210,81
名古屋,20260505,12,Ｃ１６組,5,220,1,5,110,1,6,150,3,12,110,2,5,5,560,3,,,,,5,6,560,2,5,6,910,3,5,6,210,2,5,12,130,1,6,12,250,3,5,6,12,460,1,5,6,12,2080,3
名古屋,20260506,1,Ｃ１５組,7,650,3,7,250,5,5,190,2,6,280,6,5,6,850,3,,,,,5,7,1130,4,7,5,2420,9,5,7,480,4,6,7,1400,14,5,6,700,10,5,6,7,5440,19,7,5,6,18800,59
名古屋,20260506,2,Ｃ１４組,3,8190,8,3,750,7,10,120,1,6,310,6,3,8,11640,14,,,,,3,10,9520,18,3,10,24930,38,3,10,1420,14,3,6,10040,37,6,10,730,8,3,6,10,30610,48,3,10,6,230680,271
名古屋,20260506,3,せいなちゃんハーフ成人式Ｃ１３,1,2680,7,1,1010,8,7,180,2,6,280,6,1,6,4820,14,,,,,1,7,6960,23,1,7,12880,43,1,7,2580,25,1,6,4260,31,6,7,850,13,1,6,7,19080,54,1,7,6,103730,290
名古屋,20260506,4,薫風（くんぷう）賞３歳３,6,1210,5,6,300,5,10,240,3,12,420,6,5,7,630,3,,,,,6,10,3040,12,6,10,6910,24,6,10,1250,13,6,12,2440,29,10,12,1200,12,6,10,12,9380,31,6,10,12,72220,238
名古屋,20260506,5,Ｂ８組,8,170,1,8,110,1,7,120,2,9,160,3,6,7,160,1,,,,,7,8,210,1,8,7,320,1,7,8,160,1,8,9,210,2,7,9,350,4,7,8,9,490,1,8,7,9,1420,1
名古屋,20260506,6,Ｂ７組,6,180,1,6,100,1,4,200,3,3,450,7,4,6,460,2,,,,,4,6,560,2,6,4,610,2,4,6,270,2,3,6,560,6,3,4,1200,14,3,4,6,2210,8,6,4,3,5340,11
名古屋,20260506,7,Ｂ６組,9,1760,6,9,740,7,3,400,4,11,1120,10,3,7,3050,7,,,,,3,9,8810,22,9,3,16190,39,3,9,2920,23,9,11,7170,44,3,11,3370,28,3,9,11,51120,99,9,3,11,256380,474
名古屋,20260506,8,若緑（わかみどり）賞３歳２,9,900,5,9,250,5,2,250,4,7,520,6,2,8,1740,10,,,,,2,9,1870,9,9,2,4680,19,2,9,800,10,7,9,1650,18,2,7,1510,16,2,7,9,6650,25,9,2,7,24190,88
名古屋,20260506,9,ネモフィラ特別Ａ５,8,160,1,8,110,1,9,130,2,1,140,4,8,8,220,1,,,,,8,9,290,1,8,9,390,1,8,9,160,1,1,8,250,3,1,9,450,7,1,8,9,670,2,8,9,1,1820,2
名古屋,20260506,10,Ｃ１２組,3,1020,5,3,470,8,7,160,2,4,350,6,3,6,2410,10,,,,,3,7,2050,9,3,7,5500,24,3,7,730,10,3,4,1400,24,4,7,1050,16,3,4,7,5430,26,3,7,4,32690,124
名古屋,20260506,11,牡丹（ぼたん）特別Ａ４,2,480,2,2,200,2,6,550,8,5,300,6,2,6,7310,19,,,,,2,6,8140,23,2,6,13360,43,2,6,2110,23,2,5,770,7,5,6,3810,28,2,5,6,22370,54,2,6,5,106080,270
名古屋,20260506,12,八曽山（はっそさん）特別Ｃ１１,7,2400,7,7,340,7,2,620,9,4,160,1,2,6,15380,23,,,,,2,7,26040,46,7,2,33590,67,2,7,3950,35,4,7,730,6,2,4,1170,12,2,4,7,10910,34,7,2,4,164180,382
名古屋,20260507,1,３歳６組,4,600,4,4,190,4,6,140,2,10,180,3,4,6,1020,5,,,,,4,6,1190,6,4,6,1960,8,4,6,520,8,4,10,670,10,6,10,410,5,4,6,10,2190,8,4,6,10,8430,29
名古屋,20260507,2,３歳５組,7,180,1,7,110,1,5,140,2,6,140,3,5,7,610,2,,,,,5,7,610,3,7,5,1020,3,5,7,280,3,6,7,290,4,5,6,880,12,5,6,7,1660,6,7,5,6,6130,13
名古屋,20260507,3,貴臣生誕５０周年記念３歳４,11,240,1,11,120,2,7,120,1,2,260,6,6,8,210,1,,,,,7,11,260,1,11,7,530,1,7,11,140,1,2,11,390,6,2,7,320,3,2,7,11,840,2,11,7,2,2630,2
名古屋,20260507,4,Ｃ１０組,7,130,1,7,100,1,6,190,5,10,140,2,6,7,420,2,,,,,6,7,420,1,7,6,630,3,6,7,190,2,7,10,180,1,6,10,570,8,6,7,10,690,1,7,6,10,2000,4
名古屋,20260507,5,Ｃ９組,2,1050,4,2,210,5,4,100,1,10,110,2,2,4,1020,4,,,,,2,4,1160,4,2,4,3980,13,2,4,320,4,2,10,360,5,4,10,130,1,2,4,10,640,2,2,4,10,8670,26
名古屋,20260507,6,Ｃ８組,6,4640,7,6,440,7,7,130,1,4,220,4,6,6,3030,8,,,,,6,7,2780,8,6,7,11420,28,6,7,1000,10,4,6,4840,31,4,7,460,4,4,6,7,7320,22,6,7,4,86200,176
名古屋,20260507,7,Ｃ７組,2,870,5,2,340,7,8,150,2,6,130,1,2,7,1800,7,,,,,2,8,1820,7,2,8,3820,13,2,8,680,6,2,6,910,14,6,8,200,1,2,6,8,2290,5,2,8,6,20560,52
名古屋,20260507,8,Ｂ１１組,4,220,1,4,120,1,7,140,2,3,210,6,4,7,360,1,,,,,4,7,440,1,4,7,750,1,4,7,190,1,3,4,230,2,3,7,370,7,3,4,7,950,3,4,7,3,3290,3
名古屋,20260507,9,Ｂ１０組,8,810,5,8,240,5,4,160,3,2,160,2,4,7,470,2,,,,,4,8,1100,7,8,4,2420,15,4,8,410,7,2,8,380,6,2,4,330,4,2,4,8,1030,5,8,4,2,7900,38
