競馬場,競走年月日,レース番号,枠番,帽色,馬番,馬名,性,齢,毛色,生年月日,父馬名,母馬名,母父馬名,騎手名,騎手所属,負担重量,騎手成績,調教師,調教師所属,馬主氏名,生産牧場名,馬体重,馬体重増減,全成績,ダート左成績,ダート右成績,当競馬場成績,うち当距離成績,最高タイム,最高タイム良馬場,着順,タイム,着差,上がり3F,人気
笠松,20260527,8,7,橙,8,デスヨッテニ,牝,3,鹿毛,20230414,インディチャンプ,ニューグランジ,"Giant's Causeway",筒井勇,笠松,55,0-0-0-0,笹野博,笠松,森田至昭,市川牧場,,,0-1-5-7,0-1-2-3,0-0-3-4,0-0-1-0,0-0-1-0,1:34.7,良1:34.7,,,,,
笠松,20260527,8,8,桃,9,マルキスト,牝,3,栗毛,20230420,エスケンデレヤ,プテリュクス,スマートファルコン,深澤杏,笠松,◇53,0-0-0-1,加藤幸,笠松,酒井孝敏,ウエスタンファーム,,,1-1-0-13,0-0-0-0,1-1-0-13,1-1-0-13,1-0-0-12,1:34.3,良1:34.3,,,,,
笠松,20260527,8,8,桃,10,レーヴドクロンヌ,牡,3,鹿毛,20230223,リーチザクラウン,リュポメルー,Dubawi,渡邊竜,笠松,57,1-0-1-0,笹野博,笠松,村上卓,社台ファーム,,,1-0-1-5,0-0-0-2,1-0-1-3,1-0-1-2,1-0-0-1,1:32.8,良1:34.1,,,,,
笠松,20260527,9,1,白,1,ユイノサシガネ,牡,3,鹿毛,20230301,アルアイン,ルアーズストリート,キングカメハメハ,望月洵,愛知,57,0-0-0-0,藤田正,笠松,（同）ＪＰＮ技研,下河辺牧場,,,1-1-1-6,0-0-0-1,1-1-1-4,1-1-1-3,1-1-1-2,1:32.0,良1:32.0,,,,,
笠松,20260527,9,2,黒,2,タカラプレスト,牝,3,鹿毛,20230517,ホークビル,タカラメロス,ヴァーミリアン,加藤聡,愛知,55,0-2-0-1,伊藤強,笠松,吉川真ノ介,風ノ丘ファーム,,,0-4-3-11,0-0-0-0,0-4-3-11,0-4-3-5,0-4-2-3,1:32.3,良1:32.3,,,,,
笠松,20260527,9,3,赤,3,アダマント,牡,3,鹿毛,20230419,タワーオブロンドン,ケージーホマレ,ダンスインザダーク,馬渕繁,笠松,57,0-2-0-2,森山英,笠松,山邉浩,レジェンドファーム,,,0-2-0-7,0-0-0-0,0-2-0-4,0-2-0-2,0-1-0-2,1:32.0,良1:32.0,,,,,
笠松,20260527,9,4,青,4,グルノーブル,牡,3,黒鹿毛,20230307,マクマホン,ラデビーナ,Southdale,向山牧,笠松,57,1-1-1-4,後藤正,笠松,島川隆哉,有限会社エスティファ,,,1-1-1-6,0-0-0-0,1-1-1-4,1-1-1-4,1-1-0-4,1:32.1,良1:32.1,,,,,
笠松,20260527,9,5,黄,5,ラッキートリガー,牝,3,栗毛,20230326,アポロケンタッキー,アポロノカンザシ,Ghostzapper,明星晴,笠松,55,0-1-0-1,後藤佑,笠松,藤沢亮輔,藤沢牧場,,,1-2-1-8,0-0-0-0,1-2-1-8,0-1-0-1,0-1-0-1,1:31.0,良1:31.0,,,,,
笠松,20260527,9,6,緑,6,エターナルチーム,牝,3,栗毛,20230218,ミスターメロディ,シュエット,ブラックタイド,藤原幹,笠松,55,0-0-0-4,後藤正,笠松,（株）ｇｌｉｔｔｅｒＧ,坪田晃宜,,,0-1-2-13,0-0-0-0,0-1-2-13,0-0-0-8,0-0-0-7,1:32.4,良1:32.4,,,,,
笠松,20260527,9,6,緑,7,ジーティーウンカイ,牡,3,芦毛,20230515,ルーラーシップ,ティーエスクライ,ハーツクライ,細川智,愛知,57,0-0-0-0,笹野博,笠松,田畑利彦,秋場牧場,,,1-1-0-5,0-0-0-2,1-1-0-2,1-1-0-2,1-1-0-1,1:33.1,良1:35.0,,,,,
笠松,20260527,9,7,橙,8,マチュ,牝,3,鹿毛,20230318,ヘンリーバローズ,サンダーソニア,ケープブランコ,深澤杏,笠松,◇53,1-0-1-2,森山英,笠松,山邉浩,中島牧場,,,1-0-1-6,0-0-0-0,1-0-1-3,1-0-1-2,0-0-1-1,1:33.6,良1:33.6,,,,,
笠松,20260527,9,7,橙,9,マイラバーズ,牝,3,栗毛,20230206,モズアスコット,ナナイロボタン,ネオユニヴァース,塚本征,愛知,55,2-0-0-0,藤田正,笠松,（株）ファーストビジョン,三嶋牧場,,,2-0-0-2,0-0-0-1,2-0-0-1,2-0-0-0,2-0-0-0,1:30.5,良1:30.7,,,,,
笠松,20260527,9,8,桃,10,ケンブリッジロス,牝,3,鹿毛,20230301,アメリカンペイトリオット,ケンレヴァンテ,ドリームジャーニー,筒井勇,笠松,55,1-0-0-2,田口輝,笠松,中西桂子,有限会社ケンブリッジ,,,2-0-2-13,0-0-0-0,2-0-2-13,2-0-2-6,2-0-1-4,1:31.2,良1:31.2,,,,,
笠松,20260527,9,8,桃,11,アーラ,牝,3,鹿毛,20230512,ベストウォーリア,トンドゥアモール,スパイキュール,森島貴,笠松,55,0-0-0-0,大橋敬,笠松,武仲勝,寺井文秀,,,1-0-1-19,0-0-0-0,1-0-1-19,1-0-1-19,0-0-1-14,1:33.3,良1:33.5,,,,,
笠松,20260527,10,1,白,1,オレンタノ,牡,6,芦毛,20200401,ケープブランコ,スノーボードロマン,スウェプトオーヴァーボード,加藤聡,愛知,57,0-0-0-1,田口輝,笠松,吉田勝利,日本中央競馬会日高育,,,7-7-15-41,0-0-1-7,7-7-14-34,7-7-14-33,7-4-6-20,1:29.3,良1:29.6,,,,,
笠松,20260527,10,2,黒,2,ミノコクシュタルク,牡,5,黒鹿毛,20210427,カレンブラックヒル,カレンシリエージョ,ハービンジャー,向山牧,笠松,57,0-1-1-3,大橋敬,笠松,廣瀬普,びらとり牧場,,,6-8-8-30,0-0-0-0,6-8-8-30,6-8-8-29,3-4-5-18,1:28.2,良1:28.2,,,,,
笠松,20260527,10,3,赤,3,シュレディンガー,牡,5,鹿毛,20210405,リアルスティール,スプレンダー,ファンタスティックライト,藤原幹,笠松,57,0-0-0-2,田口輝,笠松,風早信昭,奥山牧場,,,5-6-11-24,0-0-0-0,5-6-11-22,5-6-10-16,3-5-10-13,1:28.7,良1:28.7,,,,,
笠松,20260527,10,4,青,4,シホノインプルソ,牡,6,青鹿毛,20200323,サトノクラウン,サオヒメ,サンデーサイレンス,渡邊竜,笠松,57,3-1-0-3,笹野博,笠松,村瀬熱紀,レイクヴィラファーム,,,7-4-2-24,0-0-1-1,7-4-1-18,7-3-0-11,3-2-0-11,1:27.7,良1:27.7,,,,,
笠松,20260527,10,5,黄,5,キングオブワールド,牡,4,青鹿毛,20220504,トゥザワールド,エフティベス,ハービンジャー,筒井勇,笠松,57,0-0-0-2,後藤佑,笠松,会田裕一,習志野牧場,,,3-4-7-15,0-0-0-0,3-4-7-14,2-0-0-2,1-0-0-0,1:30.1,,,,,,
笠松,20260527,10,6,緑,6,ハヤイモノガチ,牡,5,黒鹿毛,20210324,モーニン,トウカイレジーナ,ワイルドラッシュ,望月洵,愛知,57,1-1-0-3,大橋敬,笠松,辻祐二,びらとり牧場,,,9-8-4-34,0-0-0-0,9-8-4-34,9-8-4-34,5-5-3-25,1:28.2,良1:28.2,,,,,
笠松,20260527,10,7,橙,7,ジュエルプリンス,牡,6,鹿毛,20200502,シニスターミニスター,ジュエルクイーン,キンシャサノキセキ,東川慎,笠松,57,1-1-1-8,後藤正,笠松,豊原純弥,明治牧場,,,7-7-3-29,0-0-0-1,7-7-3-28,4-2-1-9,3-1-0-4,1:29.1,良1:30.5,,,,,
笠松,20260527,10,7,橙,8,ショウブウン,牡,5,鹿毛,20210424,スワーヴリチャード,アルティマチャーム,キングカメハメハ,明星晴,笠松,57,1-0-1-2,後藤佑,笠松,重野心平,社台ファーム,,,6-6-5-12,0-0-0-0,6-6-5-9,6-6-5-7,6-5-5-6,1:29.6,良1:30.0,,,,,
笠松,20260527,10,8,桃,9,アバンチュリエ,セン,7,栗毛,20190120,モーリス,パンデイア,ディープインパクト,大原浩,笠松,57,0-1-0-0,森山広,笠松,山邉浩,ノーザンファーム,,,3-2-5-28,0-0-0-1,0-1-4-5,0-1-4-5,0-1-3-3,1:29.7,良1:29.7,,,,,
笠松,20260527,10,8,桃,10,キラカイドウ,セン,8,青鹿毛,20180509,ディープスカイ,ヒメカイドウ,カルストンライトオ,塚本征,愛知,57,2-3-2-7,藤田正,笠松,吉良商会（有）,グローリーファーム,,,5-6-14-50,0-0-0-2,5-6-14-48,2-4-7-9,1-3-5-7,1:29.8,良1:29.8,,,,,
笠松,20260527,11,1,白,1,ツマミグイ,牡,3,鹿毛,20230422,レッドベルジュール,ホワイトデイズ,クロフネ,丸野勝,愛知,57,0-0-0-6,加藤幸,笠松,内田玄祥,シンカンファーム,,,1-1-2-10,0-0-0-0,1-1-2-10,1-1-2-10,0-0-0-1,1:48.6,良1:48.6,,,,,
笠松,20260527,11,2,黒,2,ザイオンパーク,牡,3,鹿毛,20230515,ヘニーヒューズ,ノウゼンハレン,ブライアンズタイム,馬渕繁,笠松,57,1-0-1-1,森山広,笠松,山邉浩,石郷岡松太郎,,,2-0-1-7,1-0-0-6,1-0-1-1,1-0-1-1,0-0-1-0,1:49.8,,,,,,
笠松,20260527,11,3,赤,3,アメリカンビッキー,牝,3,鹿毛,20230414,アメリカンペイトリオット,スズカノジェリコ,スズカマンボ,加藤聡,愛知,55,0-0-1-1,田口輝,笠松,（有）ライオンズ,ＢｌｏｏｍｉｎｇＦａ,,,1-1-3-3,0-0-0-0,1-1-3-3,1-1-3-3,0-0-0-1,1:45.1,良1:45.1,,,,,
笠松,20260527,11,4,青,4,ハイパーコール,牡,3,鹿毛,20230524,ヘンリーバローズ,ペトロシネッラ,Teofilo,筒井勇,笠松,58,2-0-0-0,田口輝,笠松,蔀英二,大栄牧場,,,2-2-2-12,0-0-0-0,2-2-2-12,2-0-0-0,1-0-0-0,1:48.0,良1:48.0,,,,,
笠松,20260527,11,5,黄,5,ホワイトラビット,牝,3,芦毛,20230508,アメリカンペイトリオット,シャインセレブ,クロフネ,井口裕,笠松,▲52,0-0-0-1,後藤佑,笠松,稲葉光昭,大江牧場,,,1-1-4-9,0-0-0-0,1-1-4-9,1-1-4-9,0-0-0-1,1:45.2,良1:45.2,,,,,
笠松,20260527,11,6,緑,6,ラブミーカンヌ,牝,3,鹿毛,20230219,デクラレーションオブウォー,ジャストザマリン,ディープブリランテ,東川慎,笠松,55,0-0-0-0,後藤正,笠松,小林祥晃,株式会社那須野,,,2-2-2-10,0-0-1-0,2-2-1-10,0-0-0-0,0-0-0-0,,,,,,,
笠松,20260527,11,7,橙,7,ベラジオジュピター,牝,3,鹿毛,20230328,シニスターミニスター,ミスウインストン,マンハッタンカフェ,明星晴,笠松,55,3-1-0-3,後藤佑,笠松,ベラジオコーポレーション（株）,谷岡牧場,,,3-2-1-13,0-0-0-0,3-2-1-13,3-2-1-3,0-0-0-1,1:49.4,良1:49.4,,,,,
笠松,20260527,11,7,橙,8,エイシンディアマン,牝,3,黒鹿毛,20230417,ネロ,エイシントパーズ,アドマイヤムーン,渡邊竜,笠松,55,0-0-0-0,笹野博,笠松,平井克彦,吉永ファーム,,,1-1-0-6,0-0-0-0,0-1-0-3,0-1-0-0,0-0-0-0,,,,,,,
笠松,20260527,11,8,桃,9,ルベライトテソーロ,牝,3,鹿毛,20230305,フィエールマン,デンバーテソーロ,Violence,塚本征,愛知,55,2-0-0-2,藤田正,笠松,（株）ファーストビジョン,リョーケンファーム株,,,2-0-0-4,0-0-0-0,2-0-0-3,2-0-0-2,1-0-0-0,1:48.2,,,,,,
笠松,20260527,11,8,桃,10,イッスンボウシ,牡,3,鹿毛,20230409,ダノンプレミアム,ヤマカツグレース,ハービンジャー,森島貴,笠松,57,0-0-2-2,伊藤強,笠松,（同）ＪＰＮ技研,岡田牧場,,,0-1-5-15,0-0-0-0,0-1-5-13,0-1-4-10,0-0-0-0,,,,,,,
笠松,20260527,12,1,白,1,エンゲルシュピール,牝,4,鹿毛,20220324,ロードカナロア,クリスマス,バゴ,渡邊竜,笠松,55,0-0-0-0,笹野博,笠松,鈴木昌樹,坂東牧場,,,0-1-4-7,0-0-0-0,0-1-1-2,0-0-0-1,0-0-0-0,,,,,,,
笠松,20260527,12,2,黒,2,ランスオブビーナス,牝,6,黒鹿毛,20200420,ブラックタイド,マイスクエアワン,"Giant's Causeway",加藤誓,愛知,55,0-0-0-0,藤田正,笠松,（一社）日本管理者支援機構,ゴールドアップカンパ,,,4-6-3-11,0-0-0-1,4-6-3-9,0-0-0-1,0-0-0-1,1:33.2,良1:33.2,,,,,
笠松,20260527,12,3,赤,3,マーレイン,牝,6,栗毛,20200429,ゴールドシップ,シシャモチャン,サクラバクシンオー,明星晴,笠松,55,0-0-0-0,森山英,笠松,西岡透,大島牧場,,,4-4-7-34,0-0-0-1,4-4-7-28,3-3-1-8,3-3-1-5,1:30.1,良1:30.1,,,,,
笠松,20260527,12,4,青,4,バックパック,牝,4,鹿毛,20220414,サートゥルナーリア,レツィーナ,キャプテンスティーヴ,馬渕繁,笠松,55,7-1-2-2,森山英,笠松,西岡透,ノーザンファーム,,,7-1-2-6,0-0-0-0,7-1-2-3,7-1-2-2,7-1-1-1,1:29.4,良1:29.4,,,,,
笠松,20260527,12,5,黄,5,セルクルクルミ,牝,8,青鹿毛,20180316,エスケンデレヤ,ゴールドハーツ,ハーツクライ,塚本征,愛知,55,0-0-1-0,川嶋弘,笠松,（有）木村牧場,沖田牧場,,,11-11-19-76,1-0-1-17,10-11-18-59,10-11-18-59,5-8-13-46,1:28.2,良1:28.2,,,,,
笠松,20260527,12,5,黄,6,ホーリーホック,牝,6,栗毛,20200428,ミュゼスルタン,ヒカルカグヤヒメ,ダンスインザダーク,筒井勇,笠松,55,5-1-2-4,田口輝,笠松,吉田勝利,浦河小林牧場,,,12-4-5-11,0-0-0-1,12-4-5-9,6-1-2-4,5-1-2-2,1:28.3,良1:28.3,,,,,
笠松,20260527,12,6,緑,7,トーホウジェンマ,牝,6,黒鹿毛,20200323,トーホウジャッカル,トーホウキャサリン,キングズベスト,望月洵,愛知,55,1-1-0-0,藤田正,笠松,藤居正樹,竹島幸治,,,5-16-6-36,0-0-0-2,5-16-6-34,2-7-5-16,2-4-5-15,1:27.9,良1:27.9,,,,,
笠松,20260527,12,6,緑,8,ニホンピロリーチ,牝,4,黒鹿毛,20220427,リーチザクラウン,ニホンピロアンバー,スウェプトオーヴァーボード,高木健,笠松,55,7-2-0-2,川嶋弘,笠松,小林英一,友田牧場,,,8-2-0-6,0-0-0-0,8-2-0-2,8-2-0-2,7-2-0-1,1:27.2,良1:27.2,,,,,
笠松,20260527,12,7,橙,9,ジェイケイミリミリ,牝,7,青鹿毛,20190226,パイロ,ジェイケイウィン,エンパイアメーカー,松本一,笠松,☆54,0-0-0-2,水野善,笠松,伊藤捷一,村上欽哉,,,9-7-7-45,0-0-0-6,9-7-7-37,0-0-0-2,0-0-0-1,1:33.5,良1:33.5,,,,,
笠松,20260527,12,7,橙,10,アンテナラスト,牝,5,黒鹿毛,20210202,キズナ,ヤマノラヴ,アグネスデジタル,大原浩,笠松,55,2-4-1-9,森山英,笠松,（有）ランドエコノミーコンサルタント,チャンピオンズファー,,,5-5-6-26,0-0-0-0,5-5-6-26,2-5-2-14,2-4-2-11,1:30.2,良1:30.2,,,,,
笠松,20260527,12,8,桃,11,ラグーン,牝,4,黒鹿毛,20220427,ミッキーアイル,オーシャンズ,サウスヴィグラス,深澤杏,笠松,◇53,1-2-2-2,栗本陽,笠松,吉田勝利,フジワラフアーム,,,4-3-5-24,0-0-1-4,4-3-4-20,2-3-3-16,2-2-1-10,1:29.7,良1:29.7,,,,,
笠松,20260527,12,8,桃,12,ウインホノカ,牝,10,鹿毛,20160318,フリオーソ,オドゥールゲラン,ステイゴールド,東川慎,笠松,55,0-0-0-0,森山英,笠松,皆川なほ子,富菜牧場,,,14-8-16-69,0-0-0-4,14-8-16-62,8-2-6-35,6-2-5-24,1:27.2,良1:27.2,,,,,
笠松,20260528,1,1,白,1,スピアザキック,牡,3,鹿毛,20230302,ロジャーバローズ,プライベートカラー,ダンカーク,筒井勇,笠松,57,0-0-0-0,後藤佑,笠松,佐野幸一郎,三石川上牧場,,,0-0-0-6,0-0-0-1,0-0-0-4,0-0-0-3,0-0-0-0,,,,,,,
笠松,20260528,1,2,黒,2,ルクスプロフェシー,牡,3,鹿毛,20230331,スマートオーディン,スマートモニカ,ファルブラヴ,渡邊竜,笠松,57,0-0-0-0,笹野博,笠松,（株）ルクス,静内山田牧場,,,0-0-0-4,0-0-0-1,0-0-0-3,0-0-0-0,0-0-0-0,,,,,,,
笠松,20260528,1,3,赤,3,サートゥリア,牡,3,鹿毛,20230412,サートゥルナーリア,ボナマティーナ,キングズベスト,松本一,笠松,☆56,0-0-0-2,栗本陽,笠松,Ｉレーシング（株）,松浦牧場,,,0-0-0-5,0-0-0-1,0-0-0-3,0-0-0-3,0-0-0-1,0:51.9,良0:51.9,,,,,
笠松,20260528,1,4,青,4,ツキノコブネ,牡,3,鹿毛,20230420,タリスマニック,ルナカリーナ,オルフェーヴル,大原浩,笠松,57,0-0-0-1,森山英,笠松,江川聡子,清水スタッド,,,0-0-0-5,0-0-0-2,0-0-0-3,0-0-0-1,0-0-0-0,,,,,,,
笠松,20260528,1,5,黄,5,オルン,牝,3,鹿毛,20230225,ゴールドシップ,ミスムーンライト2,Platini,深澤杏,笠松,◇53,0-0-0-1,加藤幸,笠松,上山浩司,三石川上牧場,,,0-0-0-4,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-0,,,,,,,
笠松,20260528,1,6,緑,6,キタノエンブラ,牝,3,黒鹿毛,20230520,ハッピースプリント,エムオーパール,ステイゴールド,井口裕,笠松,▲52,0-0-0-1,栗本陽,笠松,北所拓也,中央牧場,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-1,0-0-0-0,,,,,,,
笠松,20260528,1,7,橙,7,ウシャス,牝,3,栗毛,20230515,ゴールドドリーム,ヴンダーゾンネ,グラスワンダー,明星晴,笠松,55,0-0-0-1,後藤佑,笠松,（株）レックス,岡田スタツド,,,0-0-0-5,0-0-0-0,0-0-0-5,0-0-0-1,0-0-0-0,,,,,,,
笠松,20260528,1,7,橙,8,トラヴィス,牡,3,黒鹿毛,20230319,エピファネイア,ジュリアー,"Sky Mesa",塚本征,愛知,57,0-0-0-0,後藤正,笠松,島川隆哉,有限会社エスティファ,,,0-0-0-4,0-0-0-1,0-0-0-2,0-0-0-2,0-0-0-0,,,,,,,
笠松,20260528,1,8,桃,9,ヤスエフジン,牝,3,鹿毛,20230401,ミッキーアイル,シェーネフラウ,ゼンノロブロイ,加藤聡,愛知,55,0-0-0-0,伊藤強,笠松,伊勢光,タイヘイ牧場,,,0-0-0-2,0-0-0-0,0-0-0-2,0-0-0-1,0-0-0-0,,,,,,,
笠松,20260528,1,8,桃,10,ダンストンチアーズ,牝,3,栗毛,20230306,トーホウジャッカル,ナーゴナーゴユーリ,シニスターミニスター,東川慎,笠松,55,0-3-0-5,柴田高,笠松,伊藤治子,原フアーム,,,0-3-0-16,0-0-0-0,0-3-0-16,0-3-0-6,0-0-0-1,0:51.3,良0:51.3,,,,,
笠松,20260528,2,1,白,1,ラーリア,牝,5,黒鹿毛,20210422,トーセンラー,イリリア,ダノンシャンティ,馬渕繁,笠松,55,1-1-1-13,森山英,笠松,山邉浩,北田剛,,,1-4-3-24,0-0-0-0,1-2-3-20,1-2-3-20,1-2-3-14,1:30.7,良1:30.7,,,,,
笠松,20260528,2,2,黒,2,ホウオウパシュート,牡,4,栗毛,20220413,ブリックスアンドモルタル,ビスカリア,ヴァーミリアン,渡邊竜,笠松,57,2-3-2-3,笹野博,笠松,岡田牧雄,岡田スタツド,,,2-4-2-7,0-0-0-0,2-4-2-5,2-4-2-5,2-4-2-4,1:30.9,良1:30.9,,,,,
笠松,20260528,2,3,赤,3,ゴールドリッカ,牝,4,鹿毛,20220509,サンダースノー,トゥニーポート,ステイゴールド,筒井勇,笠松,55,4-1-1-2,笹野博,笠松,（有）ＮＯ．９ホーストレーニングメソド,笹地牧場,,,4-1-1-6,0-0-0-1,4-1-1-5,4-1-1-3,3-0-1-1,1:30.8,良1:30.8,,,,,
笠松,20260528,2,4,青,4,アップフェリス,牝,6,栗毛,20200324,ヤマカツエース,フェリシダーデス,ディープインパクト,藤原幹,笠松,56,0-0-2-3,大橋敬,笠松,田口順子,小倉光博,,,3-8-21-54,0-0-0-0,3-8-21-54,3-8-21-54,2-7-13-35,1:29.3,良1:29.3,,,,,
笠松,20260528,2,5,黄,5,スプリングカム,牝,5,鹿毛,20210409,ワンアンドオンリー,アサクサロータス,フサイチコンコルド,細川智,愛知,55,0-1-1-2,栗本陽,笠松,西村新一郎,田原橋本牧場,,,4-1-3-22,0-0-0-0,4-1-3-21,0-0-0-5,0-0-0-3,1:33.9,良1:34.3,,,,,
笠松,20260528,2,5,黄,6,ゴーダンシング,牝,5,鹿毛,20210205,サンダースノー,ロゼットブルー,ハービンジャー,明星晴,笠松,55,0-0-1-0,後藤佑,笠松,前田剛,川向高橋育成牧場,,,1-1-3-20,0-1-2-16,1-0-1-2,0-0-1-0,0-0-0-0,,,,,,,
笠松,20260528,2,6,緑,7,レッドスウィング,牡,5,鹿毛,20210210,ハービンジャー,ディヴァインハイツ,ハーツクライ,大原浩,笠松,57,1-1-2-6,森山英,笠松,山邉浩,社台ファーム,,,1-3-4-27,0-2-2-14,1-1-2-8,1-1-2-7,1-1-1-5,1:30.9,良1:30.9,,,,,
笠松,20260528,2,6,緑,8,チュウワジョーダン,セン,9,黒鹿毛,20170406,トーセンジョーダン,チュウワプリンセス,スペシャルウィーク,望月洵,愛知,57,2-2-2-7,加藤幸,笠松,中西忍,若林順一,,,4-7-10-51,0-3-1-6,3-4-9-40,3-4-6-33,2-2-5-26,1:28.6,良1:28.6,,,,,
笠松,20260528,2,7,橙,9,カンナリリー,牝,8,栗毛,20180321,スクリーンヒーロー,フォーエバーモア,ネオユニヴァース,深澤杏,笠松,◇54,0-0-0-1,伊藤好,笠松,（有）ホースケア,追分ファーム,,,13-7-6-49,0-0-0-2,13-7-6-43,0-1-2-20,0-1-2-13,1:31.3,良1:31.3,,,,,
笠松,20260528,2,7,橙,10,サンカグヤヒメ,牝,5,鹿毛,20210325,ワールドエース,サンウィノナ,スニッツェル,東川慎,笠松,55,0-1-0-3,柴田高,笠松,古谷剛彦,株式会社ケイズ,,,2-6-6-28,0-0-0-0,2-6-6-28,0-2-2-8,0-2-2-7,1:30.4,良1:30.4,,,,,
笠松,20260528,2,8,桃,11,ファーニスクリーク,セン,4,鹿毛,20220128,キタサンブラック,トータルヒート,"Street Cry",向山牧,笠松,57,2-4-2-7,川嶋弘,笠松,（株）ファーストビジョン,（有）社台コーポレー,,,3-4-2-13,0-0-0-2,3-4-2-8,3-4-2-8,3-3-1-2,1:30.4,良1:30.7,,,,,
笠松,20260528,2,8,桃,12,チュウワギフト,牝,5,鹿毛,20210409,リアルスティール,チュウワフェザー,ファルブラヴ,松本一,笠松,☆54,1-0-1-3,加藤幸,笠松,中西忍,若林順一,,,1-6-7-15,0-0-0-2,1-6-7-13,1-6-7-13,1-5-5-9,1:30.7,良1:30.7,,,,,
笠松,20260528,3,1,白,1,リックカリーナ,牝,3,鹿毛,20230403,ロゴタイプ,ナスノメロディー,オルフェーヴル,馬渕繁,笠松,55,0-1-0-0,森山英,笠松,山邉浩,恵比寿興業株式会社那,,,0-1-0-0,0-0-0-0,0-1-0-0,0-1-0-0,0-0-0-0,,,,,,,
笠松,20260528,3,2,黒,2,エンジェルアサノ,牝,3,黒鹿毛,20230225,シルバーステート,ガーデンガーデン,ハービンジャー,筒井勇,笠松,55,0-0-0-0,荒木道,笠松,浅野真由美,三嶋牧場,,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,
笠松,20260528,3,3,赤,3,アイファーダッシュ,牡,3,鹿毛,20230418,パドトロワ,レディワシントン,Vindication,森島貴,笠松,57,0-0-0-0,加藤幸,笠松,中島稔,株式会社アースファー,,,0-0-0-1,0-0-0-0,0-0-0-1,0-0-0-1,0-0-0-0,,,,,,,
笠松,20260528,3,4,青,4,ラナカイドウ,牝,3,青鹿毛,20230421,アドマイヤムーン,ヒメカイドウ,カルストンライトオ,丸野勝,愛知,55,0-0-0-0,藤田正,笠松,吉良商会（有）,ガーベラパークスタツ,,,0-0-0-4,0-0-0-0,0-0-0-4,0-0-0-0,0-0-0-0,,,,,,,
笠松,20260528,3,5,黄,5,プリンセスリッカ,牝,3,栗毛,20230510,オールブラッシュ,アヴェネンテ,ファンタスティックライト,藤原幹,笠松,55,0-0-1-9,後藤正,笠松,大森友也,青森ホースファーム,,,0-0-2-11,0-0-0-0,0-0-2-11,0-0-2-11,0-0-1-7,1:35.5,良1:36.4,,,,,
笠松,20260528,3,6,緑,6,エイシンヒアカムズ,牝,3,鹿毛,20230329,レイデオロ,ポムフィリア,フォーティナイナーズサン,渡邊竜,笠松,55,0-1-0-0,笹野博,笠松,平井克彦,小島牧場,,,0-1-2-1,0-0-0-0,0-1-2-1,0-1-2-1,0-0-1-0,1:35.1,良1:35.1,,,,,
笠松,20260528,3,7,橙,7,リッジライン,牡,3,鹿毛,20230206,"American Pharoah",サンセットキス,Kingman,東川慎,笠松,57,0-0-0-0,後藤正,笠松,村田繁實,村田牧場,,,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,0-0-0-0,,,,,,,
笠松,20260528,3,7,橙,8,ヨザクラブルース,牝,3,鹿毛,20230407,サトノジェネシス,チューダーローズ,シンボリクリスエス,明星晴,笠松,55,0-0-0-1,大橋敬,笠松,冨田清誠,山田昇史,,,0-0-1-12,0-0-0-0,0-0-1-12,0-0-1-12,0-0-1-7,1:34.8,良1:34.8,,,,,
笠松,20260528,3,8,桃,9,ヒトリセレブ,牝,3,鹿毛,20230327,アドミラブル,アンティクイーン,アンライバルド,塚本征,愛知,55,1-0-0-5,藤田正,笠松,西村知也,野表篤夫,,,1-0-0-9,0-0-0-0,1-0-0-9,1-0-0-9,1-0-0-6,1:33.8,良1:34.3,,,,,
笠松,20260528,3,8,桃,10,インカー,牝,3,鹿毛,20230407,インカンテーション,ピュティ,タニノギムレット,深澤杏,笠松,◇53,0-1-0-8,藤田正,笠松,福永實,久田公氣,,,0-1-0-19,0-0-0-0,0-1-0-19,0-1-0-18,0-0-0-15,1:34.4,良1:34.4,,,,,
笠松,20260528,4,1,白,1,ヤマジュンヤング,牡,3,鹿毛,20230412,サングレーザー,サムタイムレーター,エンドスウィープ,加藤聡,愛知,57,0-0-0-0,伊藤強,笠松,柴田浩二,西川富岡牧場,,,1-1-1-14,0-0-0-0,1-1-1-14,1-1-1-5,1-1-1-5,1:31.9,良1:33.6,,,,,
笠松,20260528,4,2,黒,2,ゴールドプロテクト,牝,3,青鹿毛,20230410,ゴールドアクター,ゴールドエンプレス,キングカメハメハ,東川慎,笠松,55,0-0-1-1,後藤正,笠松,伊藤弘泰,北勝ファーム,,,0-0-1-2,0-0-0-0,0-0-1-2,0-0-1-1,0-0-1-1,1:33.9,良1:33.9,,,,,
笠松,20260528,4,3,赤,3,ピカソジャスパー,牝,3,黒鹿毛,20230305,タリスマニック,ホクセンジョウオー,サムライハート,笹川翼,大井,55,0-0-0-0,後藤正,笠松,大野和馬,川向高橋育成牧場,,,0-1-0-5,0-0-0-0,0-1-0-0,0-1-0-0,0-1-0-0,1:31.9,良1:31.9,,,,,
